message_id,event_id,client_id,message_order,speaker,text,event_type,lifecycle_stage,product,topic,sentiment,event_date
message_15e597b6c1ab,event_8c29135abac0,C001,4,system,Системное уведомление: история взаимодействий клиента обновлена.,escalation,эскалация,Страхование,блокировка карты,negative,2025-02-24
message_cbb11d9fda43,event_8c29135abac0,C001,5,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",escalation,эскалация,Страхование,блокировка карты,negative,2025-02-24
message_6b3832a31893,event_9574cad4294c,C001,1,client,"Обращаюсь в поддержку, потому что есть проблема: техническая ошибка.",support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_7cc3c13c3c9f,event_9574cad4294c,C001,2,operator,Понимаю. Сейчас проверю обращение и предложу решение.,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_0efdb07fa575,event_9574cad4294c,C001,3,client,Мне удобнее продолжить общение через канал «мобильное приложение».,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_545090183cc5,event_9574cad4294c,C001,4,client,Меня зовут Алевтина Игоревна Николаева. Прошу учесть мой прошлый опыт и текущий продукт.,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_42df4a3331a1,event_9574cad4294c,C001,5,system,Системное уведомление: тема обращения классифицирована как «техническая ошибка».,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_b5618d640c3a,event_9574cad4294c,C001,6,system,Системное уведомление: настроение обращения определено как «positive».,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_767b9a4df7c9,event_9574cad4294c,C001,7,operator,Я вижу историю клиента и учитываю этап «вопрос в поддержку».,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_1cb67de5968f,event_9574cad4294c,C001,8,operator,Я зафиксировал обращение. Статус сейчас: resolved.,support_question,вопрос в поддержку,Страхование,техническая ошибка,positive,2025-05-15
message_ca44667fb050,event_0d8e4d9e5b33,C002,1,client,"Подскажите, пожалуйста, как правильно действовать по теме «комиссия».",usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_ccfe68fd1b0e,event_0d8e4d9e5b33,C002,2,operator,Давайте посмотрим детали операции и найдем ответ.,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_a1d3966f26a3,event_0d8e4d9e5b33,C002,3,client,Я хочу понимать сроки и что будет происходить дальше.,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_a914440f8284,event_0d8e4d9e5b33,C002,4,system,Системное уведомление: настроение обращения определено как «positive».,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_856f8384811b,event_0d8e4d9e5b33,C002,5,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_8e18ab9bc4c1,event_0d8e4d9e5b33,C002,6,system,Системное уведомление: клиенту присвоен статус обращения «completed».,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_c2b7f3b8a343,event_0d8e4d9e5b33,C002,7,client,Меня зовут Зиновьева Валентина Тимофеевна. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_bb3479831f84,event_0d8e4d9e5b33,C002,8,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",usage,использование продукта,Страхование,комиссия,positive,2024-11-11
message_68094da24515,event_1d9133db1e58,C002,1,client,"Я уже обращался, но проблема с продуктом «Потребительский кредит» остается.",escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_280480dccff2,event_1d9133db1e58,C002,2,operator,Эскалация оформлена. Специалист проверит историю обращений.,escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_2c48610c2aa8,event_1d9133db1e58,C002,3,client,Мне удобнее продолжить общение через канал «чат».,escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_33bb1ae9d038,event_1d9133db1e58,C002,4,operator,Я вижу историю клиента и учитываю этап «эскалация».,escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_15baca0b4b10,event_1d9133db1e58,C002,5,client,Меня зовут Зиновьева Валентина Тимофеевна. Прошу учесть мой прошлый опыт и текущий продукт.,escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_b42fa5a02c31,event_1d9133db1e58,C002,6,operator,Я зафиксировал обращение. Статус сейчас: escalated.,escalation,эскалация,Потребительский кредит,блокировка карты,negative,2024-12-30
message_a7793cca36fb,event_240a45d6b2a1,C002,1,client,"Мне сообщили, что вопрос почти решен. Подтвердите, пожалуйста.",problem_resolved,решение проблемы,Накопительный счет,возврат средств,positive,2025-01-19
message_956feead680e,event_240a45d6b2a1,C002,2,operator,"Проверила статус: решение уже применено, сейчас объясню детали.",problem_resolved,решение проблемы,Накопительный счет,возврат средств,positive,2025-01-19
message_3fc9e5246b41,event_240a45d6b2a1,C002,3,client,Я хочу понимать сроки и что будет происходить дальше.,problem_resolved,решение проблемы,Накопительный счет,возврат средств,positive,2025-01-19
message_21a83f6633bb,event_240a45d6b2a1,C002,4,system,Системное уведомление: тема обращения классифицирована как «возврат средств».,problem_resolved,решение проблемы,Накопительный счет,возврат средств,positive,2025-01-19
message_7a30c501beb6,event_240a45d6b2a1,C002,5,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",problem_resolved,решение проблемы,Накопительный счет,возврат средств,positive,2025-01-19
message_140425a4d8dc,event_33213a837f9a,C002,1,client,Хочу оставить жалобу. По продукту «Накопительный счет» возникла неприятная ситуация.,complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_84722204b65d,event_33213a837f9a,C002,2,operator,"Давайте подробно опишем проблему, чтобы ее можно было проверить.",complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_7bc6896c8f39,event_33213a837f9a,C002,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_cd5b73915e08,event_33213a837f9a,C002,4,system,Системное уведомление: клиенту присвоен статус обращения «in_progress».,complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_b9fba591329d,event_33213a837f9a,C002,5,client,Меня зовут Зиновьева Валентина Тимофеевна. Прошу учесть мой прошлый опыт и текущий продукт.,complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_3d005507c668,event_33213a837f9a,C002,6,system,Системное уведомление: настроение обращения определено как «negative».,complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_7d25fe5c62e1,event_33213a837f9a,C002,7,operator,Я вижу историю клиента и учитываю этап «жалоба».,complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_6697a150033e,event_33213a837f9a,C002,8,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",complaint,жалоба,Накопительный счет,блокировка карты,negative,2024-11-25
message_bb8cc785fa17,event_7dce7853327a,C002,1,client,"После прошлой ситуации хочу понять, какие условия вы можете предложить.",retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_ff16b8c28d64,event_7dce7853327a,C002,2,operator,Могу предложить индивидуальные условия и контроль следующего обращения.,retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_89d821ef92cd,event_7dce7853327a,C002,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_8c97e42e1eda,event_7dce7853327a,C002,4,client,Меня зовут Зиновьева Валентина Тимофеевна. Прошу учесть мой прошлый опыт и текущий продукт.,retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_f93429df9f71,event_7dce7853327a,C002,5,operator,Я вижу историю клиента и учитываю этап «удержание».,retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_70e2f445c71f,event_7dce7853327a,C002,6,system,Системное уведомление: история взаимодействий клиента обновлена.,retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_3e9eba6940a9,event_7dce7853327a,C002,7,operator,Отправлю вам подтверждение и краткое резюме по теме «консультация по тарифам».,retention,удержание,Накопительный счет,консультация по тарифам,positive,2025-01-26
message_b5c34c307ef7,event_76c822a306f4,C003,1,client,После последнего опыта я хочу уйти из банка.,churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_90b153f5606d,event_76c822a306f4,C003,2,operator,"Понимаю. Зафиксирую причину ухода и проверю, что нужно закрыть.",churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_c7db9c366d1b,event_76c822a306f4,C003,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_004712ec5bed,event_76c822a306f4,C003,4,operator,Я вижу историю клиента и учитываю этап «уход клиента».,churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_9df4bc30ad30,event_76c822a306f4,C003,5,system,Системное уведомление: клиенту присвоен статус обращения «lost».,churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_882e91565904,event_76c822a306f4,C003,6,client,Меня зовут Родионов Амос Аксёнович. Прошу учесть мой прошлый опыт и текущий продукт.,churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_576c0a9c281a,event_76c822a306f4,C003,7,operator,"По этому обращению указан статус «lost», оценка удовлетворенности будет учтена.",churn,уход клиента,Кредитная карта,комиссия,negative,2024-10-09
message_9ded3edd6dd1,event_8d7423c933c5,C003,1,client,Меня не устраивает качество обслуживания. Тема обращения: комиссия.,complaint,жалоба,Накопительный счет,комиссия,neutral,2024-09-04
message_4cd107d7427e,event_8d7423c933c5,C003,2,operator,Понимаю ваше недовольство. Зафиксирую обращение и передам его в работу.,complaint,жалоба,Накопительный счет,комиссия,neutral,2024-09-04
message_7866ed5e909a,event_8d7423c933c5,C003,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",complaint,жалоба,Накопительный счет,комиссия,neutral,2024-09-04
message_fbc6fbd83816,event_8d7423c933c5,C003,4,operator,Я зафиксировал обращение. Статус сейчас: escalated.,complaint,жалоба,Накопительный счет,комиссия,neutral,2024-09-04
message_d2ddd023e112,event_b1f221297bf6,C003,1,client,"Подскажите, пожалуйста, как правильно действовать по теме «изменение персональных данных».",usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_01856a3388c9,event_b1f221297bf6,C003,2,operator,Я помогу разобраться с использованием продукта.,usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_4b3ef5e359fd,event_b1f221297bf6,C003,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_5949d2837810,event_b1f221297bf6,C003,4,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_097d45c80a02,event_b1f221297bf6,C003,5,system,Системное уведомление: история взаимодействий клиента обновлена.,usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_b17e66c50478,event_b1f221297bf6,C003,6,client,Меня зовут Родионов Амос Аксёнович. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_da7dfc59cf26,event_b1f221297bf6,C003,7,operator,"По этому обращению указан статус «completed», оценка удовлетворенности будет учтена.",usage,использование продукта,Кредитная карта,изменение персональных данных,neutral,2024-08-19
message_8ef736353086,event_1c0c1f40b7e7,C004,1,client,"Здравствуйте, хочу понять, как у вас работает продукт «Ипотека». Интересуют консультация по тарифам.",introduction,знакомство,Ипотека,консультация по тарифам,neutral,2024-11-21
message_d0f8b330f98a,event_1c0c1f40b7e7,C004,2,operator,Здравствуйте. Я помогу сориентироваться по условиям и ограничениям.,introduction,знакомство,Ипотека,консультация по тарифам,neutral,2024-11-21
message_c6cf8b42bb87,event_1c0c1f40b7e7,C004,3,client,Можно ли получить подтверждение после завершения операции?,introduction,знакомство,Ипотека,консультация по тарифам,neutral,2024-11-21
message_b20ceb478c85,event_1c0c1f40b7e7,C004,4,operator,Я зафиксировал обращение. Статус сейчас: completed.,introduction,знакомство,Ипотека,консультация по тарифам,neutral,2024-11-21
message_b9d5855bd366,event_32f0087e4868,C005,1,client,После предыдущего опыта хочу рассмотреть повторную покупку продукта «Ипотека».,repeat_purchase,повторная покупка,Ипотека,оформление продукта,positive,2024-12-22
message_d735f574cba0,event_32f0087e4868,C005,2,operator,"Рада, что вы вернулись. Проверю доступные условия для нового продукта.",repeat_purchase,повторная покупка,Ипотека,оформление продукта,positive,2024-12-22
message_86a233d6e0e4,event_32f0087e4868,C005,3,client,Я хочу понимать сроки и что будет происходить дальше.,repeat_purchase,повторная покупка,Ипотека,оформление продукта,positive,2024-12-22
message_618f82e90f1f,event_32f0087e4868,C005,4,operator,Я вижу историю клиента и учитываю этап «повторная покупка».,repeat_purchase,повторная покупка,Ипотека,оформление продукта,positive,2024-12-22
message_6d6656fdf72e,event_32f0087e4868,C005,5,operator,Отправлю вам подтверждение и краткое резюме по теме «оформление продукта».,repeat_purchase,повторная покупка,Ипотека,оформление продукта,positive,2024-12-22
message_ba2326ec926d,event_793eb5cc3758,C005,1,client,Я принял решение оформить «Инвестиционный счет». Помогите завершить заявку.,purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_71fc1f109143,event_793eb5cc3758,C005,2,operator,"Отлично, я помогу оформить заявку и проверю необходимые данные.",purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_697881cd7b25,event_793eb5cc3758,C005,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_d74eaa406909,event_793eb5cc3758,C005,4,client,Меня зовут Лазарева София Николаевна. Прошу учесть мой прошлый опыт и текущий продукт.,purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_839388d7cf37,event_793eb5cc3758,C005,5,operator,Я вижу историю клиента и учитываю этап «покупка».,purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_3830bbb451c6,event_793eb5cc3758,C005,6,system,Системное уведомление: клиенту присвоен статус обращения «completed».,purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_43d6edcc7cb2,event_793eb5cc3758,C005,7,operator,Я зафиксировал обращение. Статус сейчас: completed.,purchase,покупка,Инвестиционный счет,условия продукта,positive,2024-10-28
message_989d0ac053d3,event_7c2d07c505cf,C005,1,client,Добрый день. Я впервые обращаюсь в банк и хочу узнать про «Накопительный счет».,introduction,знакомство,Накопительный счет,оформление продукта,neutral,2024-09-28
message_73cacc0f7212,event_7c2d07c505cf,C005,2,operator,Здравствуйте. Расскажу основные условия и помогу выбрать подходящий вариант.,introduction,знакомство,Накопительный счет,оформление продукта,neutral,2024-09-28
message_dcb87efdf279,event_7c2d07c505cf,C005,3,client,Я хочу понимать сроки и что будет происходить дальше.,introduction,знакомство,Накопительный счет,оформление продукта,neutral,2024-09-28
message_4507ade241e0,event_7c2d07c505cf,C005,4,operator,"По этому обращению указан статус «completed», оценка удовлетворенности будет учтена.",introduction,знакомство,Накопительный счет,оформление продукта,neutral,2024-09-28
message_b1c2ca7627b0,event_a05b43d094d4,C005,1,client,Пользуюсь продуктом «Инвестиционный счет» и хочу уточнить вопрос: условия продукта.,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_576f409bec66,event_a05b43d094d4,C005,2,operator,Я помогу разобраться с использованием продукта.,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_b007b1d8b066,event_a05b43d094d4,C005,3,client,Можно ли получить подтверждение после завершения операции?,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_be5a22246f83,event_a05b43d094d4,C005,4,system,Системное уведомление: настроение обращения определено как «neutral».,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_a84b9cfbc360,event_a05b43d094d4,C005,5,client,Меня зовут Лазарева София Николаевна. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_1e91aa19a95a,event_a05b43d094d4,C005,6,system,Системное уведомление: обращение зарегистрировано и связано с продуктом «Инвестиционный счет».,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_a01a4a96ced1,event_a05b43d094d4,C005,7,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_244efc0d8279,event_a05b43d094d4,C005,8,operator,Я зафиксировал обращение. Статус сейчас: completed.,usage,использование продукта,Инвестиционный счет,условия продукта,neutral,2024-11-25
message_79cc3c238d2e,event_e29857fe2fc9,C005,1,client,Рассматриваю «Страхование» и хочу уточнить условия перед оформлением.,product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_1e012a64f7f5,event_e29857fe2fc9,C005,2,operator,"Могу рассказать про тариф, лимиты, комиссии и порядок оформления.",product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_b51afaa15c04,event_e29857fe2fc9,C005,3,client,Я хочу понимать сроки и что будет происходить дальше.,product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_31da77aff0e8,event_e29857fe2fc9,C005,4,client,Меня зовут Лазарева София Николаевна. Прошу учесть мой прошлый опыт и текущий продукт.,product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_fd874b2c6a62,event_e29857fe2fc9,C005,5,system,Системное уведомление: история взаимодействий клиента обновлена.,product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_b42f48c24b6a,event_e29857fe2fc9,C005,6,operator,Я зафиксировал обращение. Статус сейчас: completed.,product_interest,интерес к продукту,Страхование,повышение лимита,neutral,2024-10-16
message_2cd0f9ed9b4d,event_a90922b8c751,C006,1,client,Хочу оставить жалобу. По продукту «Кредитная карта» возникла неприятная ситуация.,complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_d8dafbd59031,event_a90922b8c751,C006,2,operator,"Мне жаль, что вы столкнулись с такой ситуацией. Я зарегистрирую жалобу.",complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_9382e5342b40,event_a90922b8c751,C006,3,client,Можно ли получить подтверждение после завершения операции?,complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_bcf89cc4e181,event_a90922b8c751,C006,4,client,Меня зовут Сафонов Клавдий Абрамович. Прошу учесть мой прошлый опыт и текущий продукт.,complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_bf459e843315,event_a90922b8c751,C006,5,system,Системное уведомление: настроение обращения определено как «negative».,complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_9048e06626a6,event_a90922b8c751,C006,6,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",complaint,жалоба,Кредитная карта,блокировка карты,negative,2024-11-14
message_e2c299817796,event_cf43f0366792,C006,1,client,"Не вижу смысла продолжать обслуживание, хочу завершить отношения с банком.",churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
message_8b62cfc900bb,event_cf43f0366792,C006,2,operator,"Мне жаль, что вы приняли такое решение. Я помогу корректно завершить обслуживание.",churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
message_475454eaa2f7,event_cf43f0366792,C006,3,client,Можно ли получить подтверждение после завершения операции?,churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
message_126e369cb71d,event_cf43f0366792,C006,4,system,Системное уведомление: клиенту присвоен статус обращения «lost».,churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
message_1bd6f7fc661e,event_cf43f0366792,C006,5,operator,Я вижу историю клиента и учитываю этап «уход клиента».,churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
message_73ddd1c58c65,event_cf43f0366792,C006,6,system,Системное уведомление: настроение обращения определено как «negative».,churn,уход клиента,Кредитная карта,жалоба на обслуживание,negative,2024-12-08
